10618	0	
10618	1	
10618	2	OOlr
10618	4	I
10618	6	
10618	7	
10618	8	T
10618	10	_
10618	11	_
10618	12	
10618	14	
10618	16	
10618	18	
10618	19	
10618	20	
10618	21	MARSH
10618	22	'S
10618	23	DINOSAURS
10618	25	THE
10618	26	COLLECTIONS
10618	27	FROM
10618	28	COMO
10618	29	BLUFF
10618	30	Author
10618	32	s
10618	35	KENNETH
10618	36	CARPENTER
10618	37	Source
10618	39	Journal
10618	40	of
10618	41	Vertebrate
10618	42	Paleontology
10618	44	20
10618	46	4
10618	48	:784
10618	49	-784
10618	51	2000
10618	53	Published
10618	54	By
10618	56	The
10618	57	Society
10618	58	of
10618	59	Vertebrate
10618	60	Paleontology
10618	61	DOI
10618	63	http://dx.doi.org/10.167l/0272-4634
10618	64	0
10618	65	0020
10618	66	0
10618	67	784
10618	69	MSDT
10618	70	C
10618	71	F2.0.C
10618	72	O
10618	73	2
10618	75	CO
10618	77	2
10618	78	URL
10618	80	http://WWW.bioone.org/doi/full/l0.1671/0272-4634%282000%29020%5B0784%3AMSDTCF
10618	82	5D2
10618	83	.0
10618	85	CO
10618	87	382
10618	88	BioOne
10618	90	www.bioone.org
10618	92	is
10618	93	a
10618	94	nonprofit
10618	96	online
10618	97	aggregation
10618	98	of
10618	99	core
10618	100	research
10618	101	in
10618	102	the
10618	103	biological
10618	105	ecological
10618	107	and
10618	108	environmental
10618	109	sciences
10618	111	Bioone
10618	112	provides
10618	113	a
10618	114	sustainable
10618	115	online
10618	116	platform
10618	117	for
10618	118	over
10618	119	170
10618	120	journals
10618	121	and
10618	122	books
10618	123	published
10618	124	by
10618	125	nonprofit
10618	126	societies
10618	128	associations
10618	130	museums
10618	132	institutions
10618	134	and
10618	135	presses
10618	137	Your
10618	138	use
10618	139	of
10618	140	this
10618	141	PDF
10618	143	the
10618	144	Bioone
10618	145	Web
10618	146	site
10618	148	and
10618	149	all
10618	150	posted
10618	151	and
10618	152	associated
10618	153	content
10618	154	indicates
10618	155	your
10618	156	acceptance
10618	157	of
10618	158	Bioone
10618	159	?s
10618	160	Terms
10618	161	of
10618	162	Use
10618	164	available
10618	165	at
10618	166	www.bioone.org/page/terms
10618	167	of
10618	168	use
10618	170	Usage
10618	171	of
10618	172	Bioone
10618	173	content
10618	174	is
10618	175	strictly
10618	176	limited
10618	177	to
10618	178	personal
10618	180	educational
10618	182	and
10618	183	non
10618	185	commercial
10618	186	use
10618	188	Commercial
10618	189	inquiries
10618	190	or
10618	191	rights
10618	192	and
10618	193	permissions
10618	194	requests
10618	195	should
10618	196	be
10618	197	directed
10618	198	to
10618	199	the
10618	200	individual
10618	201	publisher
10618	202	as
10618	203	copyright
10618	204	holder
10618	206	Bioone
10618	207	sees
10618	208	su,>>ainable
10618	209	soho>iarly
10618	210	publishir>g
10618	211	as
10618	212	sn
10618	213	inherentiy
10618	214	coliaboradve
10618	215	enierp>-use
10618	216	connect!a??>
10618	217	auth?or
10618	218	s,
10618	219	nonprofh
10618	220	pubiishers
10618	222	acaden>ic
10618	223	ins''itution
10618	224	s,
10618	225	:res?-atrch
10618	226	l;inaries
10618	228	and
10618	229	r?s?car?rn
10618	230	panders
10618	231	rn
10618	232	the
10618	233	cornnaon
10618	234	??aal
10618	235	of
10618	236	rnaaunrarng
10618	237	acc?-..?s
10618	238	>o
10618	239	c?:n?ral
10618	240	research
10618	242	Journal
10618	243	of
10618	244	Vertebrate
10618	245	Paleontology
10618	246	20
10618	248	4
10618	250	:784
10618	252	??7
10618	253	87,
10618	254	December
10618	255	2000
10618	257	2000
10618	258	by
10618	259	the
10618	260	Society
10618	261	of
10618	262	Vertebrate
10618	263	Paleontology
10618	264	REVIEW
10618	265	MARSH
10618	266	?S
10618	267	DINOSAURS
10618	269	THE
10618	270	COLLECTIONS
10618	271	FROM
10618	272	COMO
10618	273	BLUFF
10618	275	by
10618	276	John
10618	277	H.
10618	278	Ostrom
10618	279	and
10618	280	John
10618	281	S.
10618	282	McIntosh
10618	284	with
10618	285	a
10618	286	new
10618	287	foreword
10618	288	by
10618	289	Peter
10618	290	Dodson
10618	291	and
10618	292	a
10618	293	new
10618	294	historical
10618	295	update
10618	296	by
10618	297	Clifford
10618	298	Miles
10618	299	and
10618	300	David
10618	301	Hamblin
10618	303	416
10618	304	pp
10618	306	168
10618	307	illustrations
10618	309	ISBN
10618	310	0300
10618	311	?
10618	312	-0820
10618	313	?
10618	314	8
10618	316	85.00
10618	318	I
10618	319	was
10618	320	a
10618	321	junior
10618	322	in
10618	323	high
10618	324	school
10618	325	when
10618	326	the
10618	327	?rst
10618	328	edition
10618	329	of
10618	330	Marsh
10618	331	?s
10618	332	Di-nosaurs
10618	333	came
10618	334	out
10618	335	and
10618	336	it
10618	337	was
10618	338	the
10618	339	?rst
10618	340	true
10618	341	scienti?c
10618	342	publication
10618	343	to
10618	344	join
10618	345	my
10618	346	collection
10618	347	of
10618	348	dinosaur
10618	349	books
10618	351	It
10618	352	has
10618	353	remained
10618	354	a
10618	355	major
10618	356	resource
10618	357	for
10618	358	me
10618	359	all
10618	360	those
10618	361	years
10618	362	and
10618	363	it
10618	364	shows
10618	366	the
10618	367	covers
10618	368	have
10618	369	long
10618	370	since
10618	371	fallen
10618	372	off
10618	374	and
10618	375	the
10618	376	pages
10618	377	are
10618	378	dog-eared
10618	379	and
10618	380	stained
10618	382	For
10618	383	me
10618	385	books
10618	386	are
10618	387	tools
10618	388	to
10618	389	be
10618	390	used
10618	392	??written
10618	393	in
10618	395	marked
10618	396	up
10618	398	and
10618	399	sadly
10618	401	eventually
10618	402	worn
10618	403	out
10618	405	Thus
10618	407	it
10618	408	was
10618	409	with
10618	410	delight
10618	411	when
10618	412	I
10618	413	learned
10618	414	that
10618	415	Marsh
10618	416	?s
10618	417	Dinosaurs
10618	418	was
10618	419	to
10618	420	be
10618	421	reprinted
10618	423	The
10618	424	book
10618	425	has
10618	426	two
10618	427	new
10618	428	parts
10618	430	a
10618	431	brief
10618	432	Foreword
10618	433	from
10618	434	one
10618	435	of
10618	436	Ostrom
10618	437	?s
10618	438	former
10618	439	students
10618	441	Peter
10618	442	Dodson
10618	444	and
10618	445	a
10618	446	longer
10618	447	Historical
10618	448	Update
10618	449	on
10618	450	the
10618	451	collecting
10618	452	of
10618	453	dinosaurs
10618	454	in
10618	455	the
10618	456	Corno
10618	457	Bluff
10618	458	region
10618	459	by
10618	460	my
10618	461	colleague
10618	462	Cliff
10618	463	Miles
10618	465	The
10618	466	Foreword
10618	467	encapsulates
10618	468	the
10618	469	impact
10618	470	Marsh
10618	471	had
10618	472	on
10618	473	dinosaur
10618	474	paleontology
10618	475	to
10618	476	this
10618	477	day
10618	478	and
10618	479	the
10618	480	continued
10618	481	in?uence
10618	482	of
10618	483	the
10618	484	lithographs
10618	485	printed
10618	486	in
10618	487	Marsh
10618	488	?s
10618	489	Dinosaurs
10618	491	The
10618	492	Historical
10618	493	Update
10618	494	is
10618	495	an
10618	496	important
10618	497	summary
10618	498	of
10618	499	the
10618	500	work
10618	501	and
10618	502	discoveries
10618	503	made
10618	504	in
10618	505	the
10618	506	past
10618	507	two
10618	508	decades
10618	509	at
10618	510	Corno
10618	511	Bluff
10618	512	and
10618	513	surrounding
10618	514	areas
10618	516	including
10618	517	the
10618	518	?rst
10618	519	discovery
10618	520	of
10618	521	an
10618	522	gastralia
10618	523	set
10618	524	for
10618	525	Apatosaurus
10618	526	by
10618	527	the
10618	528	Tate
10618	529	Museum
10618	530	of
10618	531	Casper
10618	532	College
10618	534	and
10618	535	a
10618	536	nearly
10618	537	complete
10618	538	Camarasaurus
10618	539	grandis
10618	540	by
10618	541	Western
10618	542	Paleontolog-ical
10618	543	Laboratories
10618	545	The
10618	546	original
10618	547	text
10618	548	by
10618	549	Ostrom
10618	550	and
10618	551	McIntosh
10618	552	recounting
10618	553	the
10618	554	discovery
10618	555	and
10618	556	excavation
10618	557	of
10618	558	dinosaurs
10618	559	by
10618	560	crews
10618	561	working
10618	562	for
10618	563	O.
10618	564	C.
10618	565	Marsh
10618	567	is
10618	568	given
10618	569	verbatim
10618	571	There
10618	572	is
10618	573	no
10618	574	attempt
10618	575	to
10618	576	update
10618	577	the
10618	578	information
10618	579	based
10618	580	more
10618	581	current
10618	582	work
10618	584	such
10618	585	as
10618	586	Kohl
10618	587	and
10618	588	McIntosh
10618	590	1997
10618	593	so
10618	594	it
10618	595	is
10618	596	important
10618	597	to
10618	598	keep
10618	599	in
10618	600	mind
10618	601	that
10618	602	this
10618	603	book
10618	604	is
10618	605	a
10618	606	reprint
10618	608	not
10618	609	a
10618	610	second
10618	611	edition
10618	613	The
10618	614	real
10618	616	meat
10618	618	of
10618	619	the
10618	620	book
10618	621	is
10618	623	of
10618	624	course
10618	626	the
10618	627	150
10618	628	lithographic
10618	629	il-lustrations
10618	630	of
10618	631	sauropod
10618	632	and
10618	633	stegosaur
10618	634	bones
10618	636	Marsh
10618	637	had
10618	638	commissioned
10618	639	these
10618	640	and
10618	641	other
10618	642	illustrations
10618	643	while
10618	644	serving
10618	645	as
10618	646	the
10618	647	Vertebrate
10618	648	Paleontol-ogist
10618	649	for
10618	650	the
10618	651	U.S.
10618	652	Geological
10618	653	Survey
10618	655	This
10618	656	position
10618	657	gave
10618	658	him
10618	659	access
10618	660	to
10618	661	a
10618	662	considerable
10618	663	amount
10618	664	of
10618	665	tax
10618	666	payer
10618	667	?s
10618	668	money
10618	670	there
10618	671	are
10618	672	letters
10618	673	in
10618	674	the
10618	675	Marsh
10618	676	correspondence
10618	677	archives
10618	678	that
10618	679	show
10618	680	that
10618	681	this
10618	682	was
10618	683	not
10618	684	a
10618	685	limitless
10618	686	supply
10618	689	Marsh
10618	690	had
10618	691	planned
10618	692	about
10618	693	six
10618	694	monographs
10618	695	when
10618	696	the
10618	697	lithographs
10618	698	were
10618	699	commissioned
10618	701	of
10618	702	which
10618	703	the
10618	704	Dinocerata
10618	705	and
10618	706	Odontornithes
10618	707	were
10618	708	completed
10618	709	and
10618	710	published
10618	711	before
10618	712	Marsh
10618	713	?s
10618	714	death
10618	716	Another
10618	717	monograph
10618	719	the
10618	720	Ceratopsia
10618	722	was
10618	723	completed
10618	724	after
10618	725	his
10618	726	death
10618	727	by
10618	728	John
10618	729	Hatcher
10618	730	and
10618	731	Richard
10618	732	Lull
10618	734	and
10618	735	the
10618	736	T
10618	737	itanotheres
10618	738	was
10618	739	completed
10618	740	by
10618	741	Henry
10618	742	Osborn
10618	744	Two
10618	745	other
10618	746	monographs
10618	747	on
10618	748	the
10618	749	Sauropoda
10618	750	and
10618	751	Stegosauria
10618	752	were
10618	753	planned
10618	754	but
10618	755	never
10618	756	completed
10618	758	It
10618	759	is
10618	760	the
10618	761	lithographs
10618	762	for
10618	763	these
10618	764	monographs
10618	765	that
10618	766	Ostrom
10618	767	and
10618	768	McIntosh
10618	769	published
10618	771	The
10618	772	original
10618	773	illustrations
10618	774	are
10618	775	true
10618	776	works
10618	777	of
10618	778	art
