0.00	0.10	130671	12644	112615
0.10	0.20	15754	441	15062
0.20	0.30	26366	8883	17454
0.30	0.40	35318	17981	17322
0.40	0.50	24757	18006	6750
0.50	0.60	17023	10185	6838
0.60	0.70	15934	10034	5898
0.70	0.80	32097	26160	5937
0.80	0.90	2167	586	1581
0.90	1.00	22559	15618	6941
