0.00	0.10	125950	526	40454
0.10	0.20	31061	603	3242
0.20	0.30	32431	691	2036
0.30	0.40	28114	833	1123
0.40	0.50	31560	1064	628
0.50	0.60	34771	1457	442
0.60	0.70	36110	2077	524
0.70	0.80	38005	3511	451
0.80	0.90	49555	6463	218
0.90	1.00	310040	124474	143
