0.00	0.10	100349	5066	85792
0.10	0.20	9409	4958	4238
0.20	0.30	2059	720	1286
0.30	0.40	2393	915	1451
0.40	0.50	2358	1079	1246
0.50	0.60	5633	4143	1445
0.60	0.70	5664	4050	1573
0.70	0.80	8116	6077	1845
0.80	0.90	28960	23226	4523
0.90	1.00	168033	144595	15198
