JOURNAL_13588	3085	3553	0.868280326485
JOURNAL_14068	6901	9126	0.756191102345
JOURNAL_14069	4840	5589	0.865986759707
JOURNAL_14399	4520	5354	0.84422861412
JOURNAL_14471	404	4695	0.0860489882854
JOURNAL_172	3748	4711	0.795584801528
JOURNAL_18420	3697	4684	0.789282664389
JOURNAL_18538	2909	3376	0.861670616114
JOURNAL_18544	3076	3510	0.876353276353
JOURNAL_18635	6762	7694	0.878866649337
JOURNAL_18841	10224	11704	0.873547505126
JOURNAL_19048	3942	4533	0.86962276638
JOURNAL_22768	6561	7532	0.871083377589
JOURNAL_23338	5965	6804	0.876690182246
JOURNAL_241	6062	6931	0.874621266772
JOURNAL_27111	2667	3862	0.690574831693
JOURNAL_27209	2860	3505	0.815977175464
JOURNAL_27248	3857	4596	0.839208006963
JOURNAL_27364	4458	5122	0.870363139399
JOURNAL_31278	2584	3023	0.854780019848
JOURNAL_31660	6139	7073	0.867948536689
JOURNAL_31745	3598	4102	0.877133105802
JOURNAL_31799	4152	4728	0.878172588832
JOURNAL_32436	2987	3408	0.87646713615
JOURNAL_330	5755	6549	0.878760116048
JOURNAL_35876	5814	6638	0.875866224766
JOURNAL_35972	7201	8377	0.859615614182
JOURNAL_36116	5314	6514	0.815781393921
JOURNAL_36187	2668	3082	0.865671641791
JOURNAL_36321	3600	4302	0.836820083682
JOURNAL_40399	10928	12554	0.870479528437
JOURNAL_41200	3333	3959	0.84187926244
JOURNAL_41241	3098	3571	0.867544105293
JOURNAL_44683	3239	3740	0.866042780749
JOURNAL_44800	3306	3822	0.864992150706
JOURNAL_4998	7560	9097	0.831043201055
JOURNAL_525	5656	6620	0.854380664653
JOURNAL_529	4171	8305	0.502227573751
JOURNAL_53544	5364	6295	0.852104845115
JOURNAL_53763	1016	4403	0.230751760164
JOURNAL_53925	3836	4484	0.85548617306
JOURNAL_54288	2307	2812	0.820412517781
JOURNAL_54541	2132	2675	0.797009345794
JOURNAL_54604	2352	2734	0.86027798098
JOURNAL_58425	5311	6136	0.865547588005
JOURNAL_58573	2804	3214	0.872433105165
JOURNAL_62555	9593	10963	0.875034205966
JOURNAL_62676	6078	7001	0.868161691187
JOURNAL_63024	5064	6005	0.84329725229
JOURNAL_63214	3850	4440	0.867117117117
JOURNAL_63374	3647	6453	0.56516348985
JOURNAL_67347	6297	7346	0.857201197931
JOURNAL_67458	4685	5770	0.811958405546
JOURNAL_67685	6210	7170	0.866108786611
JOURNAL_72351	6093	7059	0.863153421164
JOURNAL_72403	3298	3915	0.842401021711
JOURNAL_72508	5312	6056	0.87714663144
JOURNAL_72786	4972	5691	0.873660165173
JOURNAL_72892	4018	4926	0.815671944783
JOURNAL_76337	6475	7455	0.868544600939
JOURNAL_76423	3538	4053	0.87293362941
JOURNAL_76921	1003	1145	0.875982532751
JOURNAL_9235	6090	7108	0.856781091728
JOURNAL_9390	5597	6626	0.844702686387
JOURNAL_9886	4358	5024	0.867436305732
